"","SKA03_16","SKA03_19","SKA03_20","SKA03_27","SKA03_28","SKA03_29","SKA03_36","SKA03_38","SKA03_39","SKA03_41","SKA03_43","SKA03_45","SKA03_46","SKA03_48","SKA03_49","SKA03_56","SKA03_58","SKA03_59"
"PERM1",5.78294493974771,10.9228567104885,18.8045954821286,2.21420068072292,6.89910392977458,8.82783281282902,0,11.4432495708745,0,2.00883870047134,4.06027812631319,7.69296274301017,1.71067931131117,3.7193942058161,1.82747294830634,5.28347839621023,7.74544695780804,7.02347493582035
"HES4",1060.20657228708,1011.45653139123,970.606428346789,576.430243881533,972.773654098216,946.343677535271,324.67369739371,359.942213774781,345.157431591924,1026.51657594086,769.422704936349,896.230159560685,629.52998656251,527.224128674432,595.756181147866,285.307833395353,346.823902666293,319.568109579826
"RPL39P12",0.963824156624619,7.64599969734194,1.44650734477912,2.95226757429723,1.72477598244364,0,1.02744840947377,2.0805908310681,3.9559591013401,0,7.10548672104808,3.84648137150509,1.71067931131117,1.85969710290805,5.48241884491901,0.880579732701705,1.72121043506845,3.51173746791018
"ISG15",579.258318131396,322.22427295941,259.648068387852,146.875311821287,667.48830520569,497.889770643557,379.12846309582,803.108060792286,504.384785420863,190.839676544777,162.411125052527,157.705736231709,173.633950098083,115.301220380299,158.076410028498,582.943783048529,475.054080078893,617.187859985214
"AGRN",3920.83666914895,4326.54354302449,4092.89253205252,5212.22840242175,3754.83731377981,3667.08175044918,5157.79101555831,5684.17415047805,6337.44648034684,4689.63394625035,5210.3519055914,5829.34251851596,4602.58268708269,4766.40367475333,4677.41701119007,6692.40596853296,6965.73863072203,7063.85991670132
"LOC100288175",241.919863312779,152.919993946839,171.411120356326,78.2350907188765,43.1193995610911,127.120792504738,86.3056663957964,64.4983157631111,90.9870593308224,108.477289825452,132.974108636757,131.741986974049,73.5592103863802,94.8445522483105,89.5461744670105,96.8637705971876,45.612076529314,76.3802899270464
"LOC105378948",8.67441740962157,5.46142835524424,3.6162683619478,10.3329365100403,8.62387991221822,0,5.13724204736883,5.20147707767025,2.96696932600508,11.0486128525924,7.10548672104808,6.7313424001339,5.1320379339335,13.0178797203563,3.65494589661267,8.80579732701705,3.44242087013691,0
"RNF223",152.28421674669,128.889709183764,146.097241822691,47.2362811887556,37.9450716137602,42.3735975015793,57.5371109305309,47.8535891145663,41.5375705640711,72.3181932169683,75.1151453367939,90.3923122303696,63.2951345185132,16.7372739261724,29.2395671729014,54.5959434275057,30.9817878312322,42.1408496149221
"C1orf159",319.989619999374,292.732559841091,271.220127146085,333.606235895587,562.276970276628,384.893510639345,420.22639947477,293.363307180602,281.862085970482,288.268353517637,214.179671163021,262.522353605222,453.330017497459,430.519879323214,396.561629782475,304.68058751479,235.805829604378,290.596275469567
"LINC01342",4.8191207831231,4.36914268419539,4.33952203433736,8.85680272289168,25.8716397366547,10.5933993753948,7.19213886631637,12.4835449864086,1.97797955067005,2.00883870047134,0,1.92324068575254,5.1320379339335,7.4387884116322,2.7412094224595,7.04463786161364,5.16363130520536,5.26760620186527
"MIR200A",0.963824156624619,0,0,2.21420068072292,0,0,1.02744840947377,0,0,0,0,0,0,0,0,0,0.860605217534227,0
"MIR429",0,2.1845713420977,0,0,1.72477598244364,1.76556656256581,0,0,0,0,0,2.88486102862882,1.71067931131117,0,0,0,0,0
