"","SKA03_16","SKA03_19","SKA03_20","SKA03_27","SKA03_28","SKA03_29","SKA03_36","SKA03_38","SKA03_39","SKA03_41","SKA03_43","SKA03_45","SKA03_46","SKA03_48","SKA03_49","SKA03_56","SKA03_58","SKA03_59"
"EIF2B3",1165.26340535916,1130.51566953556,932.273983710143,674.593140726916,950.351566326448,1069.93333691488,735.653061183217,609.613113502953,678.446985879828,920.048124815874,891.231048725744,852.957244131253,941.728960876797,1073.9750769294,863.480968074744,516.019723363199,515.502525303002,550.46484809492
"CCNB1IP1P1",2.89147246987386,0,0,5.90453514859445,0,14.1245325005264,4.10979363789507,2.0805908310681,4.94494887667513,0,8.12055625262637,5.76972205725763,1.71067931131117,3.7193942058161,3.65494589661267,7.04463786161364,0,0
"PPIAP35",7.71059325299695,8.73828536839078,0,2.95226757429723,6.89910392977458,17.655665625658,2.05489681894753,2.0805908310681,0,0,0,3.84648137150509,2.56601896696675,1.85969710290805,0,2.64173919810512,0,0
"MRPS17P1",9.63824156624619,1.09228567104885,0,12.5471371907632,0,0,3.0823452284213,3.12088624660215,5.93393865201015,0,4.06027812631319,4.80810171438136,1.71067931131117,1.85969710290805,5.48241884491901,1.76115946540341,6.88484174027382,10.5352124037305
"HECTD3",890.573520721148,1181.85309607485,1086.32701592912,1267.26085626708,1283.23333093807,1064.63663722718,1339.79272595379,1495.94480753796,1386.56366501971,1424.26663863418,1340.90685121493,1316.45824939762,1409.5997525204,1319.45509451326,1410.80911609249,1522.52235784125,1658.38625418846,1634.71379131219
"UROD",1299.23496312999,1225.54452291681,1150.69659277179,760.94696727511,1514.35331258552,1622.55567099797,1120.94621473588,1194.25913703309,1136.34925185994,1441.34176758819,991.722932351996,1003.93163796283,1112.79689200791,1174.39872048643,1084.60519481981,1299.73568546772,1301.23508891175,1316.90155046632
"ZSWIM5",10.6020657228708,18.5688564078304,14.4650734477912,27.3084750622493,10.3486558946619,24.7179318759213,30.823452284213,37.4506349592258,47.4715092160812,8.03535480188537,14.2109734420962,10.577823771639,35.9242655375345,9.29848551454025,10.964837689838,40.5066677042784,39.5878400065744,61.4554056884281
"LOC105378691",0,0,1.44650734477912,0,1.72477598244364,0,0,0,0,0,0,3.84648137150509,1.71067931131117,0,0.913736474153168,0,0.860605217534227,2.63380310093263
"HPDL",1121.89131831106,1537.93822483678,1209.28014023534,1104.88613968074,1145.25125234258,1232.36546067093,1463.08653509064,1573.96696370302,1653.59090436016,1316.79376815896,1263.76156681498,1318.38149008337,1371.96480767156,1545.40829251659,1302.98821214242,1950.48410793428,1896.77389944544,2031.54012518604
"MUTYH",479.020605842436,409.607126643318,412.254593262049,343.201105512052,588.148610013283,481.999671580465,386.320601962136,303.766261335942,344.168441816589,463.037320458644,381.666143873439,396.187581265024,428.525167483447,444.467607595024,402.044048627394,384.813343190645,382.108716585197,446.86859279157
"TOE1",809.61229156468,1067.16310061472,992.304038518476,809.659382251014,788.222623976746,1182.92959691909,828.123418035856,834.316923258308,776.356973637995,819.606189792307,900.366674509949,840.456179673862,999.892057461377,988.429010195629,892.720535247645,870.893355641987,891.587005365459,959.582263106456
"TESK2",71.3229875902218,125.612852170618,112.827572892771,151.303713182733,93.1379030519568,109.46512687908,330.838387850553,436.924074524301,396.584899909345,120.53032202828,126.883691447287,160.590597260337,124.02425007006,102.283340659943,105.993431001768,553.004072136671,487.102553124372,696.201953013193
"CCDC163",19.2764831324924,21.845713420977,20.2511028269077,45.760147401607,13.7982078595492,45.9047306267109,45.2077300168457,56.1759524388387,72.1962535994569,35.1546772582485,24.3616687578791,28.8486102862882,59.8737758958909,40.9133362639771,34.7219860178204,56.3571028929091,74.0120487079435,115.887336441036
"MMACHC",272.762236324767,208.62656317033,232.887682509438,378.628316403619,498.460258926213,497.889770643557,346.250113992659,356.821327528179,359.992278221949,315.387675974001,338.018154015573,275.98503840549,522.612529605562,569.067313489863,416.663832213845,342.545516020963,343.381481796157,395.948399506872
"PRDX1",8237.80506667062,9600.09876284833,9687.25968798576,6168.02502960048,6880.1313939677,8142.79298655349,10940.2706640767,10785.782868257,10508.0163629346,10419.8463393448,8258.60570892102,7839.12903512737,8526.02568757486,9855.46479686121,8546.17724275458,12074.5092948058,11971.8791811186,10788.935435787
"HMGB1P48",0,0,0,0,5.17432794733093,0,0,0,0,2.00883870047134,0,0,0,0,0,0,0,0
"AKR1A1",1577.7801443945,1449.46308548182,1302.5798639736,1072.41119636347,1574.72047197105,1726.72409818936,947.307433534813,1292.04690609329,1439.9691128878,1593.00908947377,1296.24379182548,1235.68214059601,1386.5055818177,1511.00389611279,1358.72613706576,1508.43308211802,1267.67148542792,1807.66686160676
"NASP",7815.65008606904,4950.23866119338,6462.99481647311,3752.33208693177,7818.40952841704,7719.0570115377,5164.98315442462,4940.3629283712,5089.34138387404,4751.90794596496,4057.23291771845,3955.14447025011,4082.5361764441,4125.73802280151,3993.9421285235,4537.62736261189,4884.79521472427,4572.28218321905
"CCDC17",13.4935381927447,2.1845713420977,4.33952203433736,19.9278061265063,20.6973117893237,21.1867987507897,10.2744840947377,2.0805908310681,0,6.02651610141402,6.09041718946978,0,5.1320379339335,3.7193942058161,5.48241884491901,7.04463786161364,10.3272626104107,7.02347493582035
"GPBP1L1",1026.47272680522,1127.23881252241,977.115711398295,1721.17199581528,1143.52647636014,1168.80506441856,1836.05030772962,1873.57204337682,1886.99249133923,1316.79376815896,1482.00151610431,1456.85481945755,1532.76866293481,1603.05890270674,1622.79597809603,1946.08120927077,2039.63436555612,1956.03776962597
"RPS15AP10",15.4211865059939,2.1845713420977,5.78602937911648,4.42840136144584,24.146863754211,31.7801981261845,2.05489681894753,2.0805908310681,3.9559591013401,0,3.04520859473489,2.88486102862882,5.1320379339335,3.7193942058161,0,1.76115946540341,0,3.51173746791018
"RPL7AP16",2.89147246987386,9.83057103943963,4.33952203433736,15.4994047650604,10.3486558946619,10.5933993753948,22.6038650084229,6.2417724932043,15.8238364053604,4.01767740094268,12.1808343789396,14.4243051431441,7.69805690090025,11.1581826174483,4.56868237076584,2.64173919810512,7.74544695780804,3.51173746791018
"TMEM69",408.661442408839,550.511978208619,540.270493275001,527.717828905629,324.257884699405,455.516173141978,653.457188425316,578.404251036932,685.369914307173,587.585319887867,709.533602573229,782.758959101285,669.730950378322,835.003999205714,717.283132210237,780.193643173711,716.884146206011,877.056432610567
"IPP",119.514195421453,228.287705249209,140.311212443575,247.252409347393,238.019085577223,243.648185634081,219.873959627386,265.275330961183,347.135411142594,226.998773153262,239.556409452478,235.596984004687,245.482481173152,277.094868333299,256.75994923704,237.75652782946,300.351220919445,287.084538001657
"MAST2",2063.54751933331,2226.07819759755,2350.57443526607,2963.33857770084,2088.70371473925,1972.137850386,2428.88803999598,2154.45180557102,2252.91870821319,2395.54015031207,2664.55752039303,2936.78852714413,2585.69177904683,2306.95425615744,2437.84891304065,1668.69859346973,1577.48936374024,1675.97670656013
"TMA16P2",3.85529662649848,8.73828536839078,0,3.69033446787153,3.44955196488729,0,0,0,0,0,0,0,0,0,0,1.76115946540341,0,0
"LOC105378694",12.52971403612,4.36914268419539,10.1255514134538,36.165277785141,24.146863754211,21.1867987507897,2.05489681894753,0,0,2.00883870047134,0,1.92324068575254,31.6475672592566,13.0178797203563,1.82747294830634,1.76115946540341,0,1.75586873395509
"PIK3R3",5.78294493974771,6.55371402629309,6.50928305150604,26.570408168675,3.44955196488729,10.5933993753948,26.7136586463179,23.9267945572831,42.5265603394061,14.0618709032994,8.12055625262637,13.4626848002678,12.8300948348338,6.50893986017817,14.6197835864507,42.2678271696819,39.5878400065744,46.5305214498099
"LOC101929626",0,0,0,0.738066893574306,0,0,2.05489681894753,2.0805908310681,1.97797955067005,0,0,0,0,0,0,3.52231893080682,0,5.26760620186527
"TSPAN1",334.446982348743,375.746270840804,303.766542403615,89.3060941224911,169.028046279477,164.19769031862,14.3842777326327,24.9670899728172,35.6036319120609,485.134546163829,359.334614178717,350.029804806963,293.381501889865,311.499264737098,234.830273857364,211.339135848409,173.842253941914,180.854479597374
"POMGNT1",984.064463913736,1394.84880192938,982.901740777412,804.492913995994,836.516351485168,813.926185342836,624.68863296005,638.741385137906,631.964466439081,1222.37834923681,1126.72718005191,1094.3239501932,1046.08039886678,1078.62431968667,1045.31452643122,766.104367450484,733.235645339161,770.826374206284
"RAD54L",651.545129878243,653.186831287211,583.665713618375,757.994699700813,826.167695590506,872.189881907508,797.299965751643,784.382743312673,929.650388814924,756.32777072746,712.578811167964,720.253636814328,742.434821109047,729.001264339956,728.247969900075,716.791902419188,645.45391315067,709.370968517856
"LRRC41",969.607101564367,1442.90937145553,1065.35265942982,1406.01743225905,991.746189905096,909.26677972139,1293.55754752747,1483.46126255155,1562.60384502934,1504.62018665303,1589.59888645161,1479.93370768658,1430.12790425614,1532.39041279623,1503.09649998196,1573.59598233795,1432.04708197695,1663.68562542245
"UQCRH",6643.6399116135,5524.78092416507,5793.98516951276,2613.49487014662,6545.52485337363,7249.4163058952,4435.49478369825,4828.01102349352,4693.74547374003,5105.46355724791,3723.27504182919,3574.3428144711,4092.80025231197,4427.93880202407,4102.67676894773,5714.08188550137,5729.90953834288,5818.94898432716
"NSUN4",684.31515120348,611.679975787355,535.930971240664,575.692176987959,786.497847994302,833.34741753106,708.939402536899,661.627884279656,704.160720038538,577.541126385511,560.31838143122,686.596924813658,561.958153765718,550.470342460783,584.791343458028,638.420306208736,555.090365309576,625.967203654989
"FAAH",325.772564939121,253.410275683333,250.969024319177,176.397987564259,281.138485138314,344.285479700332,113.019325042114,101.948950722337,125.601701467548,258.135773010567,250.722174299839,225.019160233048,189.88540355554,152.49516243846,191.884659572165,144.41507616308,136.836229587942,179.976545230397
"FAAHP1",0,2.1845713420977,0,0,0,0,6.1646904568426,0,3.9559591013401,6.02651610141402,0,0,0,0,0,0,1.72121043506845,1.75586873395509
"LINC01398",0,0,0,0,0,0,0,0,0,0,0,0,0,5.57909130872415,0,0,0,0
"DMBX1",1.92764831324924,2.1845713420977,0,1.47613378714861,3.44955196488729,0,0,0,1.97797955067005,2.00883870047134,4.06027812631319,0,1.71067931131117,0,0,0,0,0
"MKNK1-AS1",0.963824156624619,4.36914268419539,1.44650734477912,7.38066893574307,0,24.7179318759213,2.05489681894753,0,1.97797955067005,10.0441935023567,0,0.961620342876272,0,0,0.913736474153168,6.16405812891194,0,0
"MKNK1",399.987024999217,481.697980932542,460.71258931215,540.264966096392,477.76294713689,504.95203689382,616.46904568426,615.854885996157,611.195681157046,465.046159159116,422.268925136571,426.959432237065,467.870791643604,498.398823579357,476.056703033801,567.093347859898,605.005467926562,538.173766957235
"MOB3C",73.250635903471,113.59770978908,96.1927384278115,78.2350907188765,89.6883510870695,98.8717275036851,110.964428223167,172.689038978652,124.612711692213,55.2430642629619,66.9945890841676,90.3923122303696,83.8232862542472,64.1595500503277,88.6324379928573,156.743192420904,139.418045240545,165.929595358756
"ATPAF1",963.824156624619,1061.70167225948,958.311115916167,967.605697475916,895.158734888252,1046.98097160152,1142.52263133483,1225.46799949911,1215.46843388675,1063.68009189958,952.135220620442,1056.82075682102,1063.18719197989,1179.0479632437,1047.14199937953,1099.84408614443,1052.52018104436,1064.93438714376
"TEX38",0,2.1845713420977,0,1.47613378714861,0,0,0,0,0,6.02651610141402,4.06027812631319,0,5.1320379339335,0,0,0,0,0
"EFCAB14-AS1",0,0,0,0,3.44955196488729,5.29669968769741,0,0,0,0,2.03013906315659,0,0,1.85969710290805,0,0,0,0
"EFCAB14",1288.63289740712,1631.87479254698,1482.6700283986,2626.78007423096,1079.70976500972,1128.19703347955,2536.77012299073,2571.61026720017,2353.79566529736,1772.80015316596,2342.78047888271,2427.12974541971,2356.46075133113,2205.60076404895,2563.03080999964,2289.50730502443,2612.79744043391,2221.17394845319
"LOC105378698",1.92764831324924,0,0,5.16646825502015,1.72477598244364,0,0,0,0,1.00441935023567,2.03013906315659,0,3.42135862262233,0,0,0,0,0
"LOC105378699",0,0,4.33952203433736,0.738066893574306,0,0,0,0,1.97797955067005,0,0,0,0,0,0,4.40289866350853,7.74544695780804,6.14554056884281
"CYP4B1",3.85529662649848,7.64599969734194,7.2325367238956,0,0,0,6.1646904568426,0,3.9559591013401,2.00883870047134,2.03013906315659,5.76972205725763,3.42135862262233,11.1581826174483,1.82747294830634,5.28347839621023,7.74544695780804,22.8262935414162
"CYP4A11",0,2.1845713420977,1.44650734477912,0,0,0,0,0,1.97797955067005,0,4.06027812631319,0,1.71067931131117,0,1.82747294830634,0,0,0.877934366977544
"CYP4X1",76.1421083733449,113.59770978908,65.0928305150604,107.019699568274,65.5414873328585,120.058526254475,612.359252046365,827.03485534957,858.443124990802,74.3270319174396,101.50695315783,84.6225901731119,76.9805690090025,122.740008791931,124.268160484831,707.986105092171,957.853607115595,1163.26303624525
"CYP4Z1",0,0,0,0,0,0,5.13724204736883,0,1.97797955067005,0,0,0.961620342876272,0,0,0,0,0,0
"CYP4A22",1.92764831324924,0,5.78602937911648,0,6.89910392977458,0,0,0,0,0,2.03013906315659,0,3.42135862262233,0,0,1.76115946540341,0,0
"LOC105378701",1.92764831324924,0,1.44650734477912,5.90453514859445,0,7.06226625026322,0,0,2.96696932600508,2.00883870047134,1.0150695315783,0,1.71067931131117,0,5.48241884491901,1.76115946540341,3.44242087013691,0.877934366977544
"LINC00853",13.4935381927447,8.73828536839078,6.50928305150604,4.42840136144584,37.9450716137602,21.1867987507897,6.1646904568426,2.0805908310681,15.8238364053604,0,11.1657648473613,8.65458308588645,1.71067931131117,0,3.65494589661267,14.969855455929,6.88484174027382,35.1173746791018
"PDZK1IP1",57.8294493974771,48.0605695261493,57.8602937911648,18.4516723393577,51.7432794733093,28.2490650010529,53.4273172926359,65.5386111786451,31.6476728107208,70.309354516497,28.4219468841923,38.4648137150509,20.528151735734,9.29848551454025,18.2747294830634,100.386089527994,86.0605217534227,126.422548844766
"TAL1",42.4082628914832,52.4297122103447,57.8602937911648,45.760147401607,20.6973117893237,47.6702971892767,69.8664918442161,62.417724932043,57.3614069694315,76.335870617911,71.0548672104808,60.5820816012051,44.4776620940903,42.7730333668852,54.8241884491901,54.5959434275057,55.0787339221905,38.629112147012
"STIL",772.02314945632,1055.14795823319,920.70192495191,1537.39333931528,555.377866346854,637.369529086256,1238.07533341589,1271.24099778261,1437.99113333713,957.211640774594,1271.88212306761,1295.30260185434,1107.66485407398,1124.18689870792,1145.82553858807,939.57857479272,944.944528852581,757.657358701621
"CMPK1",3068.81611469279,3470.19157692219,3123.73261105051,2928.64943370285,2135.27266626523,2358.79692758792,3384.41506080659,3606.70420565655,3476.29906030262,3768.58140208424,3970.9520075343,3806.09331710428,3268.25282425998,3618.04071370761,3827.64209022762,3458.9171900523,3365.82700577636,3143.88296814659
"LINC01389",26.0232522288647,20.7534277499281,17.3580881373494,14.7613378714861,13.7982078595492,7.06226625026322,27.7411070557917,30.1685670504874,14.8348466300254,7.03093545164969,16.2411125052527,15.3859254860203,7.69805690090025,12.0880311689023,15.5335200606039,38.745508238875,16.3514991331503,30.7277028442141
"FOXE3",0,0,0,0,3.44955196488729,3.53113312513161,0,0,0,0,0,0,0,0,0,1.76115946540341,1.72121043506845,1.75586873395509
"FOXD2-AS1",99.2738881323358,73.1831399602728,151.883271201808,148.351445608436,148.330734490153,173.025523131449,100.689944128429,105.069836968939,112.744834388193,102.450773724038,109.627509410456,109.624719087895,130.866967315304,146.916071129736,104.165958053461,144.41507616308,147.163492198353,183.488282698307
"FOXD2",210.113666144167,195.519135117744,201.064520924298,130.637840162652,231.119981647448,194.212321882239,141.78788050738,150.842835252437,203.731893719015,146.645225134408,171.546750836732,113.4712004594,102.64075867867,120.880311689023,102.338485105155,191.08580199627,222.896751341365,266.892047561173
"LINC01738",0,0,0,0,0,0,0,0,1.97797955067005,0,4.06027812631319,0,0,2.78954565436208,0,1.76115946540341,0,0.877934366977544
"TRABD2B",34.6976696384863,21.845713420977,16.6348344649599,81.1873582931737,31.0459676839856,42.3735975015793,48.290075245267,42.652112036896,51.4274683174213,20.0883870047134,20.3013906315659,20.1940272004017,37.6349448488457,57.6506101901495,60.3066072941091,46.6707258331904,36.1454191364375,73.7464868261137
"LINC02794",4.8191207831231,6.55371402629309,4.33952203433736,8.11873582931737,18.9725358068801,10.5933993753948,27.7411070557917,30.1685670504874,36.5926216873959,6.02651610141402,7.10548672104808,0,25.6601896696675,8.36863696308622,16.447256534757,34.3426095753665,32.7029982663006,26.3380310093263
"SKINT1L",0,0,2.89301468955824,4.42840136144584,0,0,2.05489681894753,0,0.988989775335026,0,0,0,0,0,0,0.880579732701705,1.72121043506845,1.75586873395509
"SLC5A9",52.0465044577294,78.6445683155171,52.0742644120483,47.2362811887556,58.6423834030839,47.6702971892767,88.3605632147439,160.205493992244,183.952098212315,106.468451124981,118.763135194661,90.3923122303696,94.0873621221142,79.9669754250461,48.4280331301179,368.082328269313,435.466240072319,647.915562829428
"SPATA6",6.74676909637233,19.6611420788793,6.50928305150604,14.0232709779118,20.6973117893237,3.53113312513161,32.8783491031605,29.1282716349534,23.7357546080406,0,14.2109734420962,14.4243051431441,21.3834913913896,5.57909130872415,3.65494589661267,8.80579732701705,3.44242087013691,14.0469498716407
"LOC644462",0,4.36914268419539,2.89301468955824,2.95226757429723,10.3486558946619,0,2.05489681894753,6.2417724932043,11.8678773040203,6.02651610141402,2.03013906315659,5.76972205725763,6.84271724524467,3.7193942058161,7.30989179322535,10.5669567924205,5.16363130520536,10.5352124037305
"ELAVL4",0,0,1.44650734477912,0,3.44955196488729,3.53113312513161,0,0,0,0,0,0,0,0,0,0,0,0
"DMRTA2",275.653708794641,169.304279012571,192.385476855623,174.183786883536,248.367741471885,155.369857505791,106.854634585272,149.802539836903,177.02916978497,205.905966798312,161.396055520949,154.82087520308,165.080553541528,198.987590011161,179.092348934021,174.354787074938,148.884702633421,189.63382326715
"LOC105378714",0,4.36914268419539,14.4650734477912,4.42840136144584,0,3.53113312513161,2.05489681894753,10.4029541553405,1.97797955067005,0,4.06027812631319,9.61620342876272,3.42135862262233,0,2.7412094224595,1.76115946540341,1.72121043506845,0
"FAF1",1967.16510367085,2171.46391404511,1916.62223183233,1517.46553318877,1441.91272132289,1445.99901474139,1211.36167476957,1435.60767343699,1400.4095218744,2063.07734538407,2004.76232486714,2049.21295066934,1625.14534574561,1619.79617663291,1684.01632186429,1253.06495963453,1175.58672715175,1180.8217235848
"FAF1-AS1",53.9741527709787,6.55371402629309,20.2511028269077,37.6414115722896,56.9176074206403,21.1867987507897,2.05489681894753,0,0,0,5.07534765789148,0,9.40873621221142,9.29848551454025,5.48241884491901,1.76115946540341,2.58181565260268,5.26760620186527
"PHBP12",3.85529662649848,2.1845713420977,0,5.90453514859445,13.7982078595492,1.76556656256581,2.05489681894753,0,1.97797955067005,6.02651610141402,6.09041718946978,1.92324068575254,2.56601896696675,0,0,0,8.60605217534227,0
"MRPS6P2",11.5658898794954,0,0,7.38066893574307,0,10.5933993753948,0,0,0,0,0,1.92324068575254,0,0,0,0,0,0
"LOC112268262",9.63824156624619,2.1845713420977,0.72325367238956,14.0232709779118,10.3486558946619,3.53113312513161,0,0,0,6.02651610141402,0,0,1.71067931131117,0,2.7412094224595,0,0,1.75586873395509
"CDKN2C",173.488348192431,204.257420486135,179.366910752611,153.517913863456,144.881182525266,180.087789381712,269.191483282127,294.403602596136,308.564809904528,160.707096037707,191.848141468298,211.55647543278,152.250458706694,204.566681319886,149.85278176112,337.262037624753,314.981509617527,284.450734900724
"LINC01562",1.92764831324924,2.1845713420977,6.50928305150604,3.69033446787153,0,0,2.05489681894753,2.0805908310681,1.97797955067005,4.01767740094268,3.04520859473489,0,0,0,0,0.880579732701705,0,0
"RNF11",1491.99979445491,1720.34993190194,1361.16341143715,1496.06159327512,1238.38915539454,1198.81969598218,1660.35662970961,1813.23490927585,1765.34674897302,1418.24012253277,1468.8056121938,1442.43051431441,1423.28518701089,1460.79207433427,1512.23386472349,1722.41395716454,1574.0469428701,1558.33350138514
"RPS2P8",5.78294493974771,4.36914268419539,1.44650734477912,8.85680272289168,6.89910392977458,5.29669968769741,2.05489681894753,2.0805908310681,0,0,2.03013906315659,2.88486102862882,8.55339655655584,0,0,2.64173919810512,5.16363130520536,0
"TTC39A",782.625215179191,812.660539260343,643.695768426708,735.852692893584,715.782032714113,759.193621903296,834.288108492698,839.518400335978,970.19896960366,897.95089911069,880.065283878383,860.650206874263,747.56685904298,793.160814390283,832.413927953536,951.026111317842,1019.81718277806,1221.20670446576
"LOC105378717",1.92764831324924,0,0,5.90453514859445,6.89910392977458,0,2.05489681894753,0,0,0,2.03013906315659,0,0,0.929848551454025,0,1.76115946540341,0,0
"TTC39A-AS1",0.963824156624619,0,1.44650734477912,1.47613378714861,0,3.53113312513161,0,0,0,0,0,0,1.71067931131117,0,0,2.64173919810512,0.860605217534227,0.877934366977544
"EPS15",776.842270239443,1028.93310212801,938.783266761649,1331.47267600805,500.185034908657,651.494061586782,1241.15767864431,1259.79774821173,1218.43540321275,974.286769728601,1234.32455039921,1444.35375500016,1095.6900988948,1082.34371389249,1167.75521396775,1279.48235161558,1169.56249062901,1141.31467707081
"LOC100422413",1.92764831324924,0,1.44650734477912,10.3329365100403,0,0,2.05489681894753,0,3.9559591013401,0,0,0,5.1320379339335,0,3.65494589661267,6.16405812891194,1.72121043506845,0
"EPS15-AS1",0,7.64599969734194,2.16976101716868,12.5471371907632,6.89910392977458,21.1867987507897,4.10979363789507,4.1611816621362,0,2.00883870047134,0,3.84648137150509,3.42135862262233,0,1.82747294830634,6.16405812891194,0,7.02347493582035
"CALR4P",1.92764831324924,0,0,1.47613378714861,3.44955196488729,0,2.05489681894753,0,5.93393865201015,0,0,0,1.71067931131117,0,4.56868237076584,0,0,0
"LOC105378719",0,0,0,1.47613378714861,0,0,0,0,0,0,0,0,0,0,4.56868237076584,0,0,0
"OSBPL9",1226.94815138314,1862.34706913829,1844.29686459338,1962.51987001408,872.736647116484,946.343677535271,2579.92295618863,2562.24760846036,2720.71087194666,2219.76676402083,2141.79671163021,2286.73317535977,2050.24915460643,2266.97076844491,2114.38620119043,2407.50498920646,2438.09458127446,2415.19744355522
"NRDC",2814.36653734389,2967.74016823972,2694.11992965111,2744.13271030927,2425.03503131576,2275.81529914732,4238.22468907929,4549.2118521304,4446.49802990628,3254.31869476357,3213.71013697689,3245.46865720742,2849.13639298875,2961.56763638107,2951.36881151473,4265.52822520706,4246.22614331388,3971.77507620641
"LOC105378721",4.8191207831231,3.27685701314654,9.40229774106428,0,17.2477598244364,8.82783281282902,4.10979363789507,1.04029541553405,0,0,5.07534765789148,0,0.855339655655584,0,0,4.40289866350853,1.72121043506845,3.51173746791018
"TSEN15P2",1.92764831324924,0,0.72325367238956,4.42840136144584,0,7.06226625026322,1.02744840947377,0,0,0,0,0,0,0,0,0,0,0
"RAB3B",4282.27072788318,2662.99246601709,3468.72461278033,3218.70972287755,2566.46666187614,2729.56590572673,2926.17307018129,2394.76004655938,2129.29498629631,2360.38547305383,3018.81678691385,3254.1232402933,2877.36260162538,2192.58288432859,2534.70497930089,1872.11251172383,1731.53769767886,1327.43676287005
"TXNDC12",2324.74386577858,2548.30247055696,2281.86533638906,1541.82174067673,1797.21657370628,2056.88504538916,2417.58610749177,2599.69824341959,2427.96989844749,2679.79082642877,2278.83109839328,2383.85682999028,2186.24815985567,2432.48381060373,2361.09504921179,2782.63195533739,2308.1431934268,2644.33831333636
"TXNDC12-AS1",2.89147246987386,1.09228567104885,2.89301468955824,0.738066893574306,3.44955196488729,0,0,2.0805908310681,0,0,0,0,3.42135862262233,0,1.82747294830634,0,0,0
"BTF3L4",1824.5191284904,1945.360780138,1628.0440165489,1612.67616245986,1426.38973748089,1654.33586912416,1927.49321617279,2125.32353393606,1976.99056089472,1890.31721714353,1688.06063101471,1851.11916003682,1613.17059056643,1475.66965115754,1652.03554526893,1747.95076941289,1573.18633765257,1650.51660991778
"LOC107984956",0,2.1845713420977,0.72325367238956,1.47613378714861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZFYVE9",458.780298553319,668.478830681895,596.684279721387,1255.4517859699,670.937857170578,734.475690027375,1034.64054834008,949.789714382587,945.474225220285,761.349867478638,802.919999478432,826.993494873594,1060.62117301292,966.112644960732,1030.69474284477,847.117702859041,864.908243621898,702.347493582035
"RN7SL788P",3.85529662649848,0,4.33952203433736,0,0,0,0,0,0,0,0,0,0.855339655655584,0,0,0,0,0
"LOC724060",7.71059325299695,0,4.33952203433736,8.85680272289168,15.5229838419928,45.9047306267109,0,0,0,2.00883870047134,0,1.92324068575254,0,0.929848551454025,0,0,0,0
"PDCL3P6",1.92764831324924,0,4.33952203433736,2.21420068072292,3.44955196488729,7.06226625026322,3.0823452284213,0,0,0,4.06027812631319,0,1.71067931131117,0,0,0,0,0
"DNAJC19P7",1.92764831324924,0,2.89301468955824,0,5.17432794733093,5.29669968769741,0,0,3.9559591013401,2.00883870047134,0,0,0,0,0,0,0,0
"ANAPC10P1",4.8191207831231,2.1845713420977,1.44650734477912,2.95226757429723,17.2477598244364,3.53113312513161,4.10979363789507,0,0,0,0,0,0,0,1.82747294830634,0,0,0
"CC2D1B",1007.19624367273,955.749962167742,1037.14576620663,932.916553477923,865.83754318671,1001.07624097481,746.954993687428,596.08927310101,670.535067677147,954.198382723887,952.135220620442,1002.97001761995,911.792072928852,746.668386817582,752.005118228057,589.107841177441,570.581259225193,563.633863599583
"PLA2G12AP1",13.4935381927447,7.64599969734194,10.8488050858434,0,0,0,2.05489681894753,0,0,2.00883870047134,5.07534765789148,3.84648137150509,1.71067931131117,0.929848551454025,1.82747294830634,1.76115946540341,1.72121043506845,1.75586873395509
"ORC1",738.289303974458,930.627391733619,784.730234542672,780.136706508042,598.497265907945,713.288891276585,696.610021623214,773.979789157333,799.103738470701,864.805060552912,929.80369092572,880.844234074665,708.221234882823,797.810057147553,738.29907111576,458.782040737588,606.72667836163,543.4413731591
"PRPF38A",1689.58374656296,1670.10479103369,1707.60192051175,1425.94523838556,1491.93122481375,1550.16744193278,1324.38099981168,1330.53783646805,1321.29033984759,1742.66757265889,1670.80444897788,1546.28551134505,1510.52983188776,1578.88284036893,1447.35857505862,1176.45452288948,1239.27151324929,1165.0189049792
"TUT4",509.862978854424,441.283411103735,503.384555983134,1096.76740385142,491.561154996439,400.783609702438,1029.50330629271,1054.85955135153,1242.17115782079,490.156642915007,622.237622857496,671.210999327638,756.975595255191,667.63125994399,807.743043151401,1095.44118748092,1167.84128019395,1138.68087396987
"LOC105378723",5.78294493974771,0,10.8488050858434,12.5471371907632,44.8441755435348,7.06226625026322,1.02744840947377,4.1611816621362,0,0,0,0.961620342876272,1.71067931131117,0,1.82747294830634,0,1.72121043506845,0
"EEF1GP7",0,0,0,0,0,1.76556656256581,0,0,0,0,0,1.92324068575254,0,0,1.82747294830634,0,0,0
"GPX7",431.793222167829,455.48312482737,428.166174054619,287.84608849398,479.487723119333,402.549176265004,421.253847884244,410.91668913595,454.935296654112,371.635159587198,367.455170431343,321.181194520675,295.092181201176,347.763358243805,304.274245893005,495.76638951106,450.096528770401,586.460157141
"SHISAL2A",210.113666144167,157.289136631034,134.525183064458,95.9486961646598,250.092517454328,280.725083447963,103.77228935685,119.633972786416,166.150282256284,111.490547876159,120.793274257817,102.893376687761,142.841722494482,101.353492108489,109.64837689838,163.787830282517,137.696834805476,164.173726624801
"COA7",1963.30980704435,1855.79335511199,2224.0050425979,1677.6260490944,1959.34551605598,1867.96942319462,1467.19632872854,1351.34374477873,1349.97104333231,1722.57918565418,1550.01117472006,1425.12134814263,1914.2501493572,1953.61180660491,1844.83394131525,1141.23133358141,1277.13814282079,1172.04237991502
