"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",215.688460606816,0.587338826735262,0.192761700218622,3.04696849046844,0.00231161940283652,0.0186534810848624
"MIR6859-1",1.45406552000854,0.707206262869235,1.14138705554895,0.619602491049019,0.535519526325162,NA
"LOC100996442",0.976839412641594,-1.78641844675361,2.06854976743283,-0.863609121172191,0.387802651835149,NA
"SEPTIN14P18",0.307331999331726,-0.119682563422559,3.01616529926931,-0.0396803727738507,0.968347949609006,NA
"LOC729737",1.14519856243484,0.414618772183165,1.54662939772227,0.268078941725649,0.788638554825147,NA
"LOC102725121",0.799396553899104,0.953105300743086,1.66979031890369,0.570793404389153,0.568139694374675,NA
"WASH9P",131.147128831435,0.195249951200499,0.159775778821775,1.22202471889244,0.221698279388968,0.403810426396027
"LOC100132287",6.21761714635721,-0.365511145107238,0.693124419885698,-0.527338432496022,0.597958589864666,0.748657894741301
"MIR12136",0.705648428663886,0.66611958077247,2.29167944812936,0.290668741353074,0.771304680623268,NA
"SEPTIN14P14",0.412253243046499,-0.749393315003957,3.01850012389382,-0.248266782920403,0.803927997964918,NA
"LOC100288069",52.4715713521525,0.0678291325792608,0.197613752379736,0.34324095242582,0.731417198367878,0.842957593319981
"LINC01409",6.77404312734332,0.590416062804953,0.519879489545214,1.1356786999261,0.25609105817397,0.443610071270985
"FAM87B",2.62449686597793,1.05460318152108,1.0992075194434,0.959421367545863,0.337346514981969,0.526420549093042
"LINC00115",5.42513508983215,-0.141017602559811,0.594207905677691,-0.237320306936982,0.81240830938074,0.89327894232604
"LINC01128",269.796630918756,0.296231557832946,0.115651245267979,2.56142125531411,0.010424487002658,0.0536687648099756
"LOC107984850",3.22272887561976,0.22254897328018,0.856309649198742,0.259893104659537,0.794946230252288,0.882407729517176
"LOC284600",3.42802821127575,2.6270858190599,1.20309852065592,2.18359990803383,0.0289916603320092,0.107330038953332
"LINC02593",0.771232592546263,-0.540744515198686,1.43124936651391,-0.377812928934792,0.705569568490602,NA
"SAMD11",12.7375368453927,0.582101090074998,0.432828002420711,1.34487853562948,0.178664462883532,0.352674569685539
"NOC2L",4445.11346426158,-0.0328505785180078,0.0701886276613726,-0.468032779847136,0.639761148325662,0.778254847714751
"KLHL17",103.488154767373,0.124131334091768,0.15748248541873,0.788223107869521,0.430566214903301,0.615315878551716
"PLEKHN1",118.130724284298,0.200154162907759,0.147172454605577,1.35999744955109,0.173830730984057,0.34641383210263
"PERM1",5.88704502509071,0.603110605454005,0.631895479332217,0.954446779855695,0.339857536477235,0.529157505519824
"HES4",664.665001820262,0.265478191456637,0.109241504774839,2.4301952998892,0.0150906887933791,0.0690458625627542
"RPL39P12",2.66198133804112,-0.233746019657144,0.730696436686632,-0.31989483993801,0.74904804964178,0.854034663266963
"ISG15",377.397733217038,0.914296640180396,0.26559288312765,3.44247417104533,0.000576418907093117,0.0067789074246795
"AGRN",5147.30933981111,-0.257298579506542,0.0784694949940067,-3.27896311205003,0.00104189254060491,0.0104821730938617
"LOC100288175",105.917597860105,0.239606901153484,0.195850519990151,1.2234172325176,0.221172147904709,0.403461505980484
"LOC105378948",6.05295237344151,-0.180108187718673,0.533521960587799,-0.33758345677138,0.735677110629313,0.845559362367198
"RNF223",65.3650331078771,0.446041137082361,0.214557229152308,2.07889120699694,0.0376273510960087,0.127579253824858
"C1orf159",335.368634105652,0.152625835569961,0.120977624299123,1.26160384165411,0.20709137312955,0.387906389609357
"LINC01342",6.51240451460697,1.12344479745672,0.489769698897611,2.29382258638174,0.0218006915039104,0.0885958095087836
"MIR200A",0.281448803575307,1.22295975756129,2.93362138054616,0.416877162701074,0.676768258509923,NA
"MIR429",0.570580790391507,0.246045034604599,2.17742844751475,0.112997988469117,0.910032149969785,NA
"TTLL10-AS1",1.54404001677668,-0.0324155480650857,1.37346211892481,-0.0236013411789337,0.981170602344201,NA
"TTLL10",0.486192203156033,-0.9640813374347,2.56109475468552,-0.376433295047328,0.706594797307383,NA
"TNFRSF18",1.33819900719218,1.19522520936796,1.5966307395774,0.748592132006876,0.454103075797168,NA
"TNFRSF4",0.577764128418424,0.203899392633943,2.95064127563688,0.0691034163717284,0.944907301660149,NA
"SDF4",5959.00254914922,-0.183275882087536,0.0551650739034744,-3.3223173489847,0.000892730970874859,0.00931759219807544
"B3GALT6",1151.60033387273,0.270211565374622,0.104590153039021,2.58352777506512,0.00977955923662662,0.0514461163164249
"C1QTNF12",118.223777298231,0.301405242630652,0.209567363411786,1.43822605640369,0.150369924376002,0.31538162222446
"UBE2J2",2175.4326805997,0.216958675762301,0.089724501353445,2.41805384805263,0.0156037675076883,0.0706660970234857
"LINC01786",4.56701517549363,0.906828417651417,0.847292678771251,1.07026584835656,0.284499662103449,0.473601750176231
"SCNN1D",11.0382232480963,-0.521232057629813,0.525408402688167,-0.992051240450311,0.32117253029886,0.510099896378813
"ACAP3",785.082238842651,-0.165018968458344,0.115750083648211,-1.42564880522999,0.153969740932885,0.319820934512056
"PUSL1",1354.1713476356,0.36323215374004,0.115476766808427,3.14549985922825,0.00165803274746629,0.0147433329610671
"INTS11",2243.9458003812,-0.030575800661179,0.0588682199160897,-0.519394007577628,0.603486009266451,0.752633976959915
"CPTP",1593.14877673252,0.0982468082487331,0.0862818983121893,1.13867230752448,0.254839857150961,0.442390293301886
"TAS1R3",16.8313210275816,0.72273192213729,0.316169171625692,2.28590257051666,0.0222599590420192,0.0899495832979838
"DVL1",1620.01769475655,0.0628377943013654,0.0608323611644327,1.03296655100255,0.301619552294338,0.49041606814166
"MXRA8",332.609671847248,-0.764622338198482,0.114609392003331,-6.67155042735294,2.5311495134278e-11,7.89290299810279e-09
"AURKAIP1",5591.24522257955,0.426627288414697,0.186848322756489,2.28328133815095,0.0224138015665346,0.090383525508945
"CCNL2",806.029009103288,0.375310504277949,0.0835775420575949,4.49056642536,7.10340174303324e-06,0.000249963281127675
"MRPL20-AS1",757.837715605671,0.0652477801286766,0.10905357466218,0.598309411963773,0.549633497641477,0.712497095387355
"MRPL20",2254.00342408096,0.377786923652667,0.160926471817701,2.34757476122777,0.0188960805928469,0.0803787319069076
"LOC107984868",0.986595278707418,-0.448543111759876,2.14227940508771,-0.209376569038861,0.834154282594105,NA
"ANKRD65",28.9773239498073,-0.161387939209147,0.464997917671437,-0.347072391242798,0.72853693439447,0.840819491966873
"LOC105378585",2.27400246176625,0.885795531524042,1.13586907076663,0.779839467700442,0.435485372013564,0.618993899392912
"TMEM88B",0.791018305814195,-0.725263208110271,2.13035048724838,-0.34044313949816,0.733522836099875,NA
"LINC01770",13.9529206240958,0.258783392727395,0.493543714912231,0.524337327998222,0.600043938441766,0.750017919849294
"LOC107985729",4.51834350432347,0.103100180625832,0.799314657603556,0.128985725014651,0.897368944254247,0.942325724333713
"VWA1",2123.11837014789,0.0042406236250379,0.0747341604219418,0.0567427746708567,0.954750099626003,0.975099756591729
"ATAD3C",5.36506886966913,1.46482326443621,0.500923894229096,2.92424314613805,0.00345294915166214,0.0248057273492894
"ATAD3B",2005.07192192955,0.361564451507135,0.100269195061285,3.60593750938306,0.000311027984254509,0.0043328015208623
"ATAD3A",3884.13069081837,0.336108925071087,0.10284619677217,3.26807344967412,0.00108282260640036,0.0108116903493246
"TMEM240",2.86415710513585,-0.388962274712085,0.883916299535488,-0.440044238257051,0.659905067200996,0.79356961181234
"SSU72",3539.16154988914,0.30062559878162,0.137742548815327,2.18251804810635,0.0290713207300209,0.107487522779422
"FNDC10",157.781176756912,0.33080135168211,0.189704097122782,1.74377547295673,0.0811982489282984,0.21057108570419
"LOC105378586",0.440931274182571,-1.24703981025838,2.67076969725166,-0.466921506388828,0.640556037788013,NA
"MIB2",454.458838356112,0.0242685460759945,0.134424106766499,0.180537157060304,0.856730886489544,0.919419618693099
"MMP23B",0.86184007122434,-1.15077827706096,2.42481728460294,-0.474583501350042,0.635083868198724,NA
"CDK11B",1721.59140899951,0.43910228784745,0.168709217777759,2.60271663653779,0.00924883617819231,0.0494793324760958
"SLC35E2B",464.273737886002,-0.271190339195264,0.141823398693753,-1.91216923083941,0.0558544913122322,0.16438430149668
"LOC100288379",1.93367730268337,1.02821266315504,1.26137825817404,0.815150139533466,0.414986374322192,0.600382499724233
"CDK11A",659.565508430924,0.531644998495684,0.211491759502021,2.51378587869095,0.01194429281693,0.0588332615082268
"SLC35E2A",653.926983800846,-0.482303882975571,0.118089247367143,-4.08423200019282,4.42228316549368e-05,0.00100263151545181
"LOC100129381",9.17545086811768,0.819832352867506,0.495983190790336,1.65294382569926,0.0983422966373617,0.238252277377197
"NADK",1719.34799837949,-0.236635840955874,0.085902103405147,-2.75471532797991,0.005874322150056,0.0363253869646263
"GNB1",9338.9360289276,-0.070151849995435,0.0844176171997865,-0.831009596366722,0.40596820820365,0.592366972289956
"LOC105378949",9.42362107382865,0.44467303928786,0.412720542665791,1.0774192057795,0.281293027735731,0.470384323007634
"CALML6",0.495664630731737,0.670429346406225,3.01112408272807,0.22265085329822,0.823807254523337,NA
"TMEM52",58.411445061088,0.117231287622602,0.267833774215973,0.43770166016505,0.661602565878858,0.794526745337041
"CFAP74",1.11506705955495,-1.42086576844853,1.41435081275889,-1.00460632230057,0.315086451740369,NA
"LOC107984872",0.559580891502953,-0.60811061890176,3.00502483258465,-0.202364590238251,0.839631708588153,NA
"LOC105378589",4.40369568683854,0.601789019478639,0.783596302488291,0.767983485332527,0.442496996362474,0.624797744289166
"GABRD",1.34981430543876,-2.77218932042392,1.62728922060344,-1.70356276273736,0.0884628031855156,NA
