"","SKA03_27","SKA03_28","SKA03_29","SKA03_46","SKA03_48","SKA03_49"
"WASH7P",159.921121734036,367.837365469384,332.611871442774,144.397967364929,125.063796465535,153.832851455109
"MIR6859-1",0.652739272383821,9.23441084860379,1.5838660544894,0.784771561765919,0,2.53570634266663
"LOC100996442",1.30547854476764,0,0,2.35431468529776,0,0
"SEPTIN14P18",0,0,0,0,0,0
"LOC729737",1.30547854476764,3.0781369495346,0,0,0,0
"LOC102725121",0,0,3.1677321089788,0,0,3.38094179022217
"WASH9P",129.242375931997,209.313312568353,188.480060484238,123.209135197249,112.21477628072,88.7497219933321
"LOC100132287",17.6239603543632,6.15627389906919,3.1677321089788,7.84771561765919,5.13960807392611,8.45235447555544
"MIR12136",0,0,0,0,1.7132026913087,0
"SEPTIN14P14",0,0,0,0,0,0
"LOC100288069",96.6054123128055,83.1096976374341,80.7771687789593,42.3776643353597,67.6715063066937,61.7021876715547
"LINC01409",15.6657425372117,3.0781369495346,6.3354642179576,3.13908624706368,12.8490201848153,5.07141268533326
"FAM87B",2.61095708953528,6.15627389906919,1.5838660544894,0,0,5.07141268533326
"LINC00115",3.2636963619191,6.15627389906919,6.3354642179576,6.27817249412736,3.4264053826174,8.45235447555544
"LINC01128",321.14772201284,272.415120033812,237.57990817341,256.620300697456,256.980403696305,311.891880147996
"LOC107984850",2.61095708953528,6.15627389906919,22.1741247628516,3.13908624706368,3.4264053826174,1.69047089511109
"LOC284600",3.91643563430292,15.390684747673,9.5031963269364,0.784771561765919,0,0
"LINC02593",0.652739272383821,0,0,1.56954312353184,0,1.69047089511109
"SAMD11",9.13834981337349,6.15627389906919,23.757990817341,7.84771561765919,1.7132026913087,4.22617723777772
"NOC2L",3701.03167441626,4564.87709615981,4133.89040221733,4895.40500229581,4898.04649445158,4866.86570702482
"KLHL17",116.840329756704,76.9534237383649,115.622221977726,81.6162424236556,125.92039781119,122.559139895554
"PLEKHN1",107.049240670947,213.930517992654,167.889801775876,128.702536129611,104.505364169831,143.690026084442
"PERM1",1.95821781715146,6.15627389906919,7.919330272447,1.56954312353184,3.4264053826174,1.69047089511109
"HES4",509.789371731764,868.034619768756,848.952205206318,577.591869459717,485.692962986017,551.093511806214
"RPL39P12",2.61095708953528,1.5390684747673,0,1.56954312353184,1.7132026913087,5.07141268533326
"ISG15",129.89511520438,595.619499734944,446.650227366011,159.308627038482,106.21856686114,146.225732427109
"AGRN",4609.64474157454,3350.55206956841,3289.68979517448,4222.85577386241,4390.9384978242,4326.76025603683
"LOC100288175",69.190362872685,38.4767118691825,114.038355923237,67.4903543118691,87.3733372567438,82.8330738604433
"LOC105378948",9.13834981337349,7.69534237383649,0,4.70862937059552,11.9924188391609,3.38094179022217
"RNF223",41.7753134325645,33.8595064448806,38.0127853077456,58.073095570678,15.4188242217783,27.0475343217774
"C1orf159",295.038151117487,501.736322774139,345.282799878689,415.928927735937,396.606423037965,366.832184239106
"LINC01342",7.83287126860585,23.0860271215095,9.5031963269364,4.70862937059552,6.85281076523481,2.53570634266663
"MIR200A",1.95821781715146,0,0,0,0,0
"MIR429",0,1.5390684747673,1.5838660544894,1.56954312353184,0,0
"TTLL10-AS1",1.30547854476764,9.23441084860379,3.1677321089788,1.56954312353184,0,1.69047089511109
"TTLL10",0,0,0,0,0,0
"TNFRSF18",0,0,3.1677321089788,0,0,0
"TNFRSF4",0,0,0,0,5.13960807392611,0
"SDF4",4475.83319073586,4824.97966839548,4919.48796524407,5489.47707455261,5747.79502934069,5564.18495125814
"B3GALT6",934.069898781248,1194.31713641942,1587.03378659838,1023.34211654276,1108.44214127673,889.187690828432
"C1QTNF12",58.7465345145439,203.157038669283,166.305935721387,93.3878158501444,86.5167359110895,99.7377828115541
"UBE2J2",1552.21398972873,2453.27514877907,2676.73363208708,2011.36951280605,2013.86976363338,1852.75610104175
"LINC01786",4.56917490668675,6.15627389906919,15.838660544894,11.7715734264888,5.13960807392611,0
"SCNN1D",7.18013199622203,4.6172054243019,12.6709284359152,8.63248717942511,10.2792161478522,2.53570634266663
"ACAP3",537.857160444268,954.222454355725,658.88827866759,650.575624703947,646.734015969035,642.378940142213
"PUSL1",1009.78765437777,1840.72589582169,1830.94915898975,1263.48221444313,1131.5703776094,1045.55624862621
"INTS11",1902.73497899884,2211.64139824061,2203.15768179475,2148.70453611509,2043.85081073128,2040.39837039908
"CPTP",1331.58811566299,1848.42123819553,1827.78142688077,1487.92688110818,1493.91274682119,1466.48350150887
"TAS1R3",26.7623101677367,24.6250955962768,22.1741247628516,17.2649743588502,11.9924188391609,6.76188358044435
"DVL1",1518.92428683715,1731.45203411321,1702.6560085761,1760.24261304096,1725.19511014786,1781.75632344709
"MXRA8",208.876567162823,281.649530882416,280.344291644624,363.349233097621,350.34995037263,327.106118203995
"AURKAIP1",2791.7658679856,9215.94202690658,8082.4684760594,4148.30247549465,4551.97955080722,4093.4752725115
"CCNL2",952.999337680378,1129.6762604792,1184.73180875807,809.099480180663,725.541339769235,737.89054571599
"MRPL20-AS1",553.52290298148,883.425304516429,883.797258405085,574.452783212653,704.126306127877,653.367000960435
"MRPL20",1192.55465064524,3304.38001532539,3410.06361531568,1832.44159672342,1801.4326299111,1765.69684994353
"LOC107984868",7.83287126860585,0,0,3.13908624706368,3.4264053826174,0
"ANKRD65",3.91643563430292,12.3125477981384,0,15.6954312353184,1.7132026913087,1.69047089511109
"LOC105378585",1.30547854476764,0,0,0,1.7132026913087,0
"TMEM88B",0,0,0,0,0,0
"LINC01770",7.83287126860585,10.7734793233711,36.4289192532562,3.13908624706368,5.13960807392611,8.45235447555544
"LOC107985729",0.652739272383821,12.3125477981384,3.1677321089788,1.56954312353184,0,9.29758992311098
"VWA1",1387.07095381562,1888.43701853948,1672.56255354081,1467.52282050227,1716.62909669132,1621.16158841153
"ATAD3C",5.87465345145439,10.7734793233711,6.3354642179576,2.35431468529776,2.56980403696305,0
