"","SKA03_36","SKA03_38","SKA03_39","SKA03_56","SKA03_58","SKA03_59"
"WASH7P",198.016795972895,135.487640659563,157.887569742347,136.952890484081,124.397422559216,197.825193787629
"MIR6859-1",0,1.09264226338358,0,0.925357368135684,0,0
"LOC100996442",0,0,2.0912260893026,0,3.63204153457566,0
"SEPTIN14P18",2.17600874695489,0,0,0,1.81602076728783,1.84883358680027
"LOC729737",0,0,0,0,2.72403115093174,0
"LOC102725121",1.08800437347745,1.09264226338358,0,1.85071473627137,0,0
"WASH9P",131.648529190771,90.6893078608368,133.838469715367,144.355749429167,133.477526395655,158.075271671423
"LOC100132287",3.26401312043234,0,10.456130446513,0,12.7121453710148,3.69766717360054
"MIR12136",0,0,0,0,0,0
"SEPTIN14P14",2.17600874695489,0,0,0,3.63204153457566,0
"LOC100288069",45.6961836860527,32.7792679015073,36.5964565627956,38.8650094616987,64.4687372387179,36.0522549426053
"LINC01409",9.79203936129701,5.46321131691788,12.5473565358156,1.85071473627137,0.908010383643915,4.62208396700068
"FAM87B",10.8800437347745,0,2.0912260893026,10.1789310494925,0,1.84883358680027
"LINC00115",2.17600874695489,2.18528452676715,8.36490435721042,3.70142947254274,14.5281661383026,3.69766717360054
"LINC01128",352.513417006692,280.809061689579,278.133069877246,173.041827841373,207.934377854456,219.086780035832
"LOC107984850",0,0,0,0,0,1.84883358680027
"LOC284600",2.17600874695489,2.18528452676715,0,0,1.81602076728783,14.7906686944022
"LINC02593",0,2.18528452676715,0,0.925357368135684,3.63204153457566,1.84883358680027
"SAMD11",28.2881137104136,8.74113810706861,20.912260893026,5.5521442088141,29.9643426602492,20.337169454803
"NOC2L",3775.37517596674,3657.07365554483,3429.61078645627,3293.3468731949,3135.35985472244,3042.25566707985
"KLHL17",97.9203936129701,116.912722182043,101.424465331176,64.7750157694979,59.9286853204984,109.081181621216
"PLEKHN1",63.1042536616919,76.4849584368503,53.3262652772164,69.4018026101763,62.6527164714301,48.0696732568071
"PERM1",0,12.0190648972193,0,5.5521442088141,8.17209345279523,7.39533434720109
"HES4",343.809382018873,378.054223130717,364.918952583304,299.815787275962,365.928184608498,336.48771279765
"RPL39P12",1.08800437347745,2.18528452676715,4.18245217860521,0.925357368135684,1.81602076728783,3.69766717360054
"ISG15",401.473613813178,843.519827332121,533.262652772164,612.586577705823,501.221731771441,649.865005760296
"AGRN",5461.78195485678,5970.19732712786,6700.28839012554,7032.7159978312,7349.43604521384,7437.8575196975
"LOC100288175",91.3923673721055,67.7438203297817,96.1964001079198,101.789310494925,48.1245503331275,80.4242610258118
"LOC105378948",5.44002186738723,5.46321131691788,3.13683913395391,9.25357368135684,3.63204153457566,0
"RNF223",60.928244914737,50.2615441156445,43.9157478753547,57.3721568244124,32.6883738111809,44.3720060832065
"C1orf159",444.993788752275,308.125118274168,297.999717725621,320.173649374947,248.794845118433,305.981958615445
"LINC01342",7.61603061434212,13.1117071606029,2.0912260893026,7.40285894508547,5.44806230186349,5.54650076040082
"MIR200A",1.08800437347745,0,0,0,0.908010383643915,0
"MIR429",0,0,0,0,0,0
"TTLL10-AS1",0,0,0,0.925357368135684,0,0
"TTLL10",0,2.18528452676715,0,0,0,1.84883358680027
"TNFRSF18",2.17600874695489,0,0,0,0,0
"TNFRSF4",0,0,0,0,0,0
"SDF4",5025.49220109232,5514.56550329691,5496.7877757319,6543.20195008742,6040.08507199932,6841.60868795441
"B3GALT6",866.051481288047,922.190070295738,980.785035882922,873.537355520086,828.10546988325,1003.91663763255
"C1QTNF12",85.9523455047182,115.820079918659,124.427952313505,84.2075205003473,115.317318722777,150.679937324222
"UBE2J2",2183.62477756923,2086.94672306263,2218.79088075006,2134.79944828902,2033.03524897872,1946.82176690069
"LINC01786",6.52802624086468,2.18528452676715,2.0912260893026,0,0,3.69766717360054
"SCNN1D",2.17600874695489,15.2969916873701,8.36490435721042,7.40285894508547,19.9762284401661,37.9010885294056
"ACAP3",560.322252340885,685.086699141502,735.065970389865,966.99844970179,855.345781392567,875.422703349929
"PUSL1",1180.48474522303,1095.92019017373,961.964001079198,1012.34096074044,828.10546988325,929.038877367137
"INTS11",2047.62423088455,1822.5272953238,1916.60871084584,2044.11442621173,1890.47761874663,2007.8332752651
"CPTP",1190.27678458433,1086.08640980327,1227.54971442063,1410.24462903878,1226.72202830293,1308.97417945459
"TAS1R3",8.70403498781957,4.3705690535343,18.8210348037234,9.25357368135684,14.5281661383026,7.39533434720109
"DVL1",1090.1803822244,835.871331488436,1038.29375333874,929.058797608227,911.64242517849,930.887710953937
"MXRA8",194.752782852463,222.89902173025,213.305061108866,388.650094616987,400.432579186966,509.353653163475
"AURKAIP1",3885.26361768796,3683.29706986604,3745.38592594096,4232.58460185262,3849.9640266502,4082.224559655
"CCNL2",811.651262614175,727.699747413462,789.437848711733,669.958734530235,642.871351619891,729.364849992707
"MRPL20-AS1",740.930978338141,855.53889222934,842.76411398895,875.388070256357,896.206248656544,931.812127747337
"MRPL20",1497.09401790497,1660.81624034304,1527.64065823555,1637.88254160016,1532.72152759093,1525.28770911022
"LOC107984868",0,0,0,1.85071473627137,0,0
"ANKRD65",19.584078722594,73.2070316466996,97.2420131525711,83.2821631322116,72.6408306915132,110.930015208016
"LOC105378585",4.35201749390978,9.83378037045219,2.0912260893026,3.70142947254274,12.7121453710148,1.84883358680027
"TMEM88B",0,2.18528452676715,0,1.85071473627137,7.26408306915132,3.69766717360054
"LINC01770",8.70403498781957,13.1117071606029,20.912260893026,26.8353636759348,35.4124049621127,36.9766717360054
"LOC107985729",7.61603061434212,6.55585358030146,3.13683913395391,14.8057178901709,7.26408306915132,4.62208396700068
"VWA1",2845.13143664352,3221.10939245478,3152.52332962368,3417.34476052508,2936.50558070442,3293.69703488469
"ATAD3C",6.52802624086468,4.3705690535343,10.456130446513,5.5521442088141,3.63204153457566,1.84883358680027
"ATAD3B",1528.64614473581,1147.27437655276,1164.81293174155,1107.65276965841,990.639328555511,944.753962854939
"ATAD3A",2603.59446573153,2553.50496952742,2288.8469547417,2142.20230723411,1947.6822729162,1949.59501728089
"TMEM240",5.44002186738723,0,0,0.925357368135684,0,5.54650076040082
"SSU72",3150.86066559068,2916.26220097076,2965.35859463109,3160.09541218336,2877.48490576757,3225.29019217307
