"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",213.944162321961,1.01560297851589,0.354711637710096,2.86317918710617,0.00419413300526232,0.0509894493693949
"MIR6859-1",2.46524901331826,1.74714048549677,1.85966790178248,0.939490585293292,0.347478923736237,0.584591136397117
"LOC100996442",0.609965538344233,-0.462502938526458,3.97277615078569,-0.116418071638642,0.907321213679836,NA
"SEPTIN14P18",0,NA,NA,NA,NA,NA
"LOC729737",0.730602582383706,3.25965277444112,3.64089778002033,0.895288187525802,0.370633053173561,NA
"LOC102725121",1.09144564986683,-0.149624635177282,3.34631190362014,-0.0447132961561095,0.964335835498527,NA
"WASH9P",141.868230409315,0.691417653318091,0.318529765118635,2.17065319801613,0.0299573975196528,0.151890487875235
"LOC100132287",8.06460742159198,0.395828246916149,0.971003232341244,0.40764874279743,0.683531573637657,0.836978420145214
"MIR12136",0.285533781884784,-1.40488920766871,4.03408420276199,-0.348254805069967,0.727648832172071,NA
"SEPTIN14P14",0,NA,NA,NA,NA,NA
"LOC100288069",72.0406061738012,0.608800143856597,0.360176384377105,1.69028334522672,0.0909737598273555,0.280544732511307
"LINC01409",7.68981047031935,0.311593977382054,1.04420729724782,0.29840241320216,0.765396047450829,0.885916103408782
"FAM87B",2.57041828807119,1.02377796371377,1.94410015066229,0.52660762531447,0.598466095591936,0.782718223935907
"LINC00115",5.65206113854101,-0.248027112832615,1.0366624465588,-0.239255423649174,0.810907528457911,0.910590984447904
"LINC01128",276.10588912697,0.0157162133075388,0.248654280953486,0.063205078341196,0.949603200935986,0.977958662292879
"LOC107984850",6.53288637937471,1.86468415066339,1.16116975526866,1.60586696493137,0.108303143307815,0.309182346079336
"LOC284600",4.9325147117797,4.99103061881999,1.6801817361286,2.97053021795137,0.0029728615679519,0.041368233046073
"LINC02593",0.652125548504458,-1.44506712701305,3.29712691422556,-0.438280710632722,0.661182807131954,NA
"SAMD11",8.80661834608821,1.47757384221218,0.987600852742676,1.49612451033107,0.134621211802858,0.347624681479831
"NOC2L",4510.01939609427,-0.242065153491765,0.179392936153891,-1.34935721930607,0.177222254957253,0.405151101555772
"KLHL17",106.585292600532,-0.0863098655620181,0.345622441776977,-0.249722978398816,0.802801586891592,0.906329705316506
"PLEKHN1",144.294581137227,0.364368240695486,0.345621092635368,1.05424190959287,0.291772176899545,0.533356457659448
"PERM1",3.78670689832133,1.21464026351021,1.28858657246356,0.942614403615907,0.34587816972208,0.583458321702976
"HES4",640.192423493131,0.460351227846999,0.270188826734777,1.70381297187722,0.0884160337638906,0.276517650609754
"RPL39P12",2.08403067741273,-0.896392657125209,1.75332429687898,-0.511253199833504,0.609173771086909,NA
"ISG15",263.986294772011,1.50442690375002,0.473804955335314,3.17520297499913,0.00149731725035171,0.0268787984266889
"AGRN",4031.74018900681,-0.201157775703422,0.211981254911971,-0.948941338171419,0.342650448361134,0.581361491651029
"LOC100288175",76.5670326823601,-0.103752731377736,0.439016380474529,-0.236329977632249,0.813176626876484,0.911449967351322
