"","SKA03_16","SKA03_19","SKA03_20","SKA03_41","SKA03_43","SKA03_45"
"NADK",1376.97893463391,2049.28419002906,1645.33908000856,2084.63965235921,2009.94778758804,2034.54237538999
"GNB1",9061.53841995144,11283.0105654237,9894.00263535534,11089.5309763277,10981.6430754942,11715.6399283653
"LOC105378949",5.98252976669329,5.68929536376751,7.57522596689024,4.17763457386615,7.41287382145221,0
"CALML6",0,0,0,0,0,0
"TMEM52",93.7262996781949,40.9629266191261,35.6035620443841,36.5543025213288,52.9490987246586,23.0287768867962
"CFAP74",0,0,0,0,2.11796394898635,0
"LOC107984872",0,0,0,0,7.41287382145221,0
"LOC105378589",5.98252976669329,11.378590727535,4.54513558013414,2.08881728693307,0,0
"GABRD",0,0,0,0,2.11796394898635,10.0125116899114
"LOC105378590",0,0,0.757522596689024,0,0,0
"LOC105378591",0,0,0,2.08881728693307,0,0
"PRKCZ",487.576175985503,736.194820071516,640.864116798914,789.572934460702,740.228400170728,752.940879081336
"PRKCZ-AS1",18.9446775945288,18.205745164056,12.1203615470244,10.4440864346654,6.35389184695904,7.00875818293797
"FAAP20",1611.29468382939,996.764547732068,1127.95114646996,981.744124858545,759.290075711605,890.112289233122
"LOC112268219",188.449687650839,185.471028858821,118.173525083488,182.771512606644,119.664963117729,102.127619237096
